EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AverageWorkingHours,rateOfAttrition
167,57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,4,Research Scientist,Divorced,63060,3,12,1,32,3,1,0,0,1,4,2,3,3,5.588945513,0.09375
168,50,No,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,Manager,Married,47870,0,12,0,28,3,27,15,7,2,3,3,3,3,6.708776709,0
169,30,No,Non-Travel,Sales,10,2,Life Sciences,Male,3,Laboratory Technician,Single,188800,0,22,1,12,3,11,6,7,3,4,2,3,4,5.802860043,0
170,60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,4,Laboratory Technician,Married,23390,4,20,0,22,4,18,13,11,3,1,4,3,4,6.412896368,0.181818182
171,47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,5,Manufacturing Director,Divorced,135700,5,16,2,20,2,5,0,4,1,4,3,2,3,6.908040598,0.25
172,46,No,Travel_Rarely,Sales,4,1,Technical Degree,Male,1,Laboratory Technician,Married,67120,6,21,1,26,3,3,0,1,1,3,1,2,4,6.334026709,0.230769231
173,35,No,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060,0,12,1,6,2,5,4,3,4,3,3,3,3,5.835641026,0
174,54,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380,7,11,3,19,2,1,0,0,3,3,3,3,3,7.092087607,0.368421053
175,34,No,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3,11,2,14,2,7,5,7,4,3,3,4,3,6.827366453,0.214285714
176,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370,2,18,0,15,3,3,1,2,3,4,3,2,3,8.261586538,0.133333333
177,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1,14,1,13,3,13,0,8,3,2,4,3,3,5.789400641,0.076923077
178,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7,22,0,15,2,7,7,7,2,3,4,2,4,7.629882479,0.466666667
179,33,Yes,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7,25,0,8,5,4,1,3,1,4,3,3,4,6.536498932,0.875
180,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0,12,1,4,4,3,1,2,4,2,3,3,3,6.001475427,0
181,35,No,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4,23,1,10,2,8,0,0,4,3,3,1,4,8.261511752,0.4
182,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3,15,2,12,2,1,0,0,1,3,3,2,3,5.777469017,0.25
183,34,Yes,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9,22,1,11,5,3,0,2,2,1,3,4,4,10.02288782,0.818181818
184,42,No,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4,15,3,8,3,2,2,0,2,3,3,2,3,7.089668803,0.5
185,36,No,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250,1,11,0,10,3,10,9,7,2,4,2,3,3,6.784379274,0.1
186,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5,13,2,4,2,2,1,2,3,3,3,3,3,5.777450855,1.25
187,48,No,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540,2,14,1,14,6,9,6,7,2,4,3,3,3,6.023434829,0.142857143
188,55,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310,3,11,0,37,5,10,7,7,1,2,3,3,3,6.651728632,0.081081081
189,41,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7,17,1,16,2,14,1,10,4,4,3,2,3,5.477582265,0.4375
190,35,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660,9,18,0,15,2,11,6,9,2,3,3,2,3,5.390060897,0.6
191,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710,7,14,0,22,1,20,5,13,2,3,3,3,3,6.851735043,0.318181818
192,39,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1,16,1,8,3,8,0,7,3,3,3,3,3,6.573089744,0.125
193,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4,13,2,10,2,6,0,5,2,4,4,2,3,8.120715812,0.4
194,42,No,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1,14,0,10,3,10,5,8,4,1,2,3,3,9.809979701,0.1
195,45,No,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0,23,0,9,2,8,3,7,4,2,4,3,4,6.441251068,0
197,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4,11,0,8,3,3,1,2,4,4,4,2,3,6.483101496,0.5
198,33,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4,16,0,10,2,6,0,5,1,3,3,3,3,6.861629274,0.4
199,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090,9,14,2,10,2,5,0,1,3,4,2,3,3,6.040537393,0.9
200,18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1,18,2,0,4,0,0,0,2,2,3,4,3,8.555714744,0
201,40,No,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3,19,0,20,3,1,0,1,3,1,3,2,3,6.325098291,0.15
202,41,No,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2,15,2,10,2,8,0,7,1,3,3,2,3,8.220352564,0.2
203,26,No,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5,17,3,8,3,0,0,0,1,3,3,2,3,5.298838675,0.625
204,35,No,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1,15,0,5,2,5,0,3,1,3,3,2,3,5.547415598,0.2
205,34,No,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1,19,1,10,3,10,5,7,4,4,3,2,3,5.839426282,0.1
206,26,Yes,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1,22,0,1,3,1,0,0,3,4,1,1,4,7.842623932,1
207,37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4,16,1,12,5,6,1,2,2,4,4,3,3,6.821379274,0.333333333
208,46,No,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5,13,0,28,3,2,1,2,1,3,2,3,3,5.433581197,0.178571429
209,41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7,14,1,22,2,18,11,8,2,1,3,3,3,7.083849359,0.318181818
210,37,No,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1,16,1,9,3,9,7,7,1,2,3,3,3,6.95807265,0.111111111
212,32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8,22,0,6,4,4,1,2,4,3,3,2,4,5.555274573,1.333333333
213,24,No,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0,14,2,3,5,2,2,1,4,4,3,2,3,5.61333547,0
214,38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3,16,1,18,2,1,0,0,3,3,3,3,3,5.533863248,0.166666667
215,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6,11,2,8,3,6,4,3,2,2,2,3,3,6.288790598,0.75
216,49,No,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1,18,2,31,2,31,0,9,4,3,3,1,3,9.993792735,0.032258065
217,24,No,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1,15,2,6,2,6,1,4,2,4,3,2,3,7.981162393,0.166666667
218,26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1,14,1,6,6,5,1,4,1,2,4,3,3,6.872264957,0.166666667
219,24,No,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1,12,0,1,4,1,0,0,4,2,3,1,3,6.088809829,1
220,50,No,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600,1,14,3,32,2,32,10,7,1,2,3,3,3,6.371324786,0.03125
221,25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1,16,0,7,3,7,0,6,2,3,3,2,3,6.468899573,0.142857143
222,24,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1,21,0,6,3,6,1,2,1,3,3,3,4,10.24252778,0.166666667
223,30,Yes,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0,2,1,4,3,3,6.163432692,1
224,34,No,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1,12,1,6,4,6,1,3,2,4,3,3,3,7.913095085,0.166666667
225,31,Yes,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2,12,2,9,2,3,1,2,2,1,1,2,3,6.143634615,0.222222222
226,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4,17,3,9,3,3,0,2,1,4,3,3,3,7.284440171,0.444444444
227,31,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4,17,0,13,3,7,5,7,1,4,4,3,3,5.679452991,0.307692308
228,27,No,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0,14,1,6,4,5,0,3,1,3,2,3,3,7.250824786,0
229,37,No,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4,14,0,17,3,3,1,0,4,3,2,3,3,8.302075855,0.235294118
230,20,No,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1,13,2,1,3,1,0,0,4,2,4,1,3,6.599060897,1
231,42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1,15,0,10,5,10,2,2,3,4,3,3,3,6.770544872,0.1
232,43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4,11,0,21,3,1,0,0,2,4,2,3,3,8.184449786,0.19047619
233,38,No,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3,17,1,8,5,0,0,0,3,1,2,4,3,6.331509615,0.375
234,43,No,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7,4,3,3,3,3,8.529694444,0.3
235,48,No,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2,4,1,1,4,3,6.395888889,0.333333333
236,44,No,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4,22,3,10,4,2,0,2,1,3,4,4,4,5.879152778,0.4
237,34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6,3,3,3,2,4,7.529519231,0.125
238,27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2,3,1,3,3,3,5.959441239,0
239,21,No,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1,11,1,3,2,3,1,2,3,3,3,1,3,6.398511752,0.333333333
240,44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1,4,4,4,3,3,7.720910256,0.153846154
241,22,No,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2,1,3,3,2,3,5.271064103,0
242,33,No,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,3,6.581957265,0
243,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,3,8.728043803,0.166666667
244,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,3,6.663191239,1
245,53,No,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,3,6.429738248,0.388888889
246,34,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,3,6.83767735,0.1
247,45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,6.64191453,0.4
248,26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,3,9.350071581,0.333333333
249,37,No,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,3,5.689098291,0.1
250,29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,3,6.129651709,0.166666667
251,35,No,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,3,6.067077991,0.058823529
252,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,4,6.994647436,0.2
253,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,3,5.619672009,0.125
254,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,3,9.756160256,0.153846154
255,27,No,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,3,6.195155983,0
256,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,3,7.898935897,1
257,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,3,9.842496795,0.1
258,35,No,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,3,5.980352564,1
259,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,3,6.380946581,0.4
260,25,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,3,7.119498932,0
261,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,4,6.328087607,0
262,29,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,3,6.874817308,0.1
263,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,3,6.279356838,0.25
264,27,No,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,3,7.997595085,0.166666667
265,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,3,6.698161325,0.75
266,50,No,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,3,8.62819765,0.05
267,34,No,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,4,6.086198718,0.111111111
268,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,3,6.963693376,2.25
269,39,No,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,3,6.015425214,0.05
270,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,3,7.109248932,0.1
271,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,3,7.763193376,0.166666667
272,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,3,6.421134615,0
273,27,No,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,4,5.784413462,0.111111111
275,47,No,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,3,5.968130342,0.1
276,40,No,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,3,8.019554487,0.25
277,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,3,5.976451923,0.09375
278,41,No,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,4,6.731901709,0.130434783
279,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,4,6.02407906,0.8
280,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,3,6.695720085,0.111111111
281,41,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,3,5.527567308,0.045454545
282,50,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,4,6.449167735,1.75
283,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,3,7.132848291,0.7
284,36,No,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,3,5.510770299,0.9
285,38,No,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,3,8.643732906,0.4
286,44,No,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,3,5.661821581,0.222222222
287,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,4,7.315143162,0.321428571
288,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,3,6.740066239,0.7
289,29,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,3,5.987819444,1
290,42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,4,9.19732265,0.857142857
291,43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,3,6.442605769,0.428571429
292,34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,3,5.988863248,0.3
293,23,No,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,3,6.933044872,0.2
294,39,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,3,5.835779915,0.75
295,56,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,3,6.395012821,0.233333333
296,40,No,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,3,7.918358974,0
297,27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,3,7.039084402,0.888888889
298,29,No,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,3,6.23884188,0.5
299,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,3,5.480064103,0.105263158
300,35,No,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,3,6.306608974,0.125
302,38,No,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1,4,3,1,3,3,9.938349359,1
303,34,No,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0,2,1,3,2,3,5.668503205,0.428571429
304,52,No,Travel_Rarely,Sales,21,5,Technical Degree,Male,3,Manager,Married,28890,1,11,1,34,2,34,1,16,3,1,4,3,3,5.302998932,0.029411765
305,33,Yes,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8,4,4,2,3,3,9.199665598,0.1
306,25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840,1,15,0,6,3,6,1,4,3,4,2,3,3,6.851225427,0.166666667
307,45,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1,2,3,3,3,3,5.404030983,0
308,23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,173280,1,17,1,2,2,2,0,2,1,3,3,1,3,7.119226496,0.5
310,34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050,1,12,0,6,3,6,1,4,4,4,3,3,3,7.304288462,0.166666667
311,55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,5,1,4,4,1,3,3,3,7.33424359,0.208333333
312,36,No,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310,1,18,1,10,2,10,0,9,1,1,3,1,3,6.606207265,0.1
313,52,No,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380,0,18,2,5,2,4,1,2,4,4,3,3,3,6.713498932,0
315,29,No,Travel_Rarely,Research & Development,10,2,Medical,Male,3,Manufacturing Director,Married,169590,4,14,3,11,5,8,1,1,2,3,2,3,3,5.809424145,0.363636364
316,26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6,19,1,6,2,4,1,2,4,1,2,3,3,5.477825855,1
317,34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,2,Manufacturing Director,Single,61460,2,12,0,10,3,4,1,3,2,4,3,3,3,5.701648504,0.2
318,54,No,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Laboratory Technician,Divorced,49630,9,15,1,9,2,5,1,4,4,1,3,3,3,8.361598291,1
319,27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,4,Research Scientist,Married,195370,0,12,0,5,5,4,1,1,3,4,3,3,3,6.233762821,0
